Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance,payment_type,category
28/10/2022,28/10/2022,NEFT/DR/378310439639/MYNTRA,TRANSFER TO 378310439639,5693.86,,44745055.28,neft,shopping
28/10/2022,28/10/2022,IMPS/DR/154257452394/JIO,TRANSFER TO 154257452394,263.65,,44744791.63,imps,others
28/10/2022,28/10/2022,UPI/DR/411243233336/STARBUCKS,TRANSFER TO 411243233336,6821.85,,44737969.78,upi,others
29/10/2022,29/10/2022,UPI/DR/944886018591/FLIPKART,TRANSFER TO 944886018591,1398.72,,44736571.06,upi,shopping
29/10/2022,29/10/2022,NEFT/DR/430863609975/ZOMATO,TRANSFER TO 430863609975,2391.99,,44734179.07,neft,food
29/10/2022,29/10/2022,NEFT/DR/891295695003/ZOMATO,TRANSFER TO 891295695003,5617.99,,44728561.08,neft,food
29/10/2022,29/10/2022,POS/DR/811621288047/BIGBAZAAR,TRANSFER TO 811621288047,7159.34,,44721401.74,pos,others
29/10/2022,29/10/2022,IMPS/DR/917905921536/ZOMATO,TRANSFER TO 917905921536,1841.29,,44719560.45,imps,food
29/10/2022,29/10/2022,IMPS/DR/576421486184/IRCTC,TRANSFER TO 576421486184,7419.75,,44712140.7,imps,others
29/10/2022,29/10/2022,UPI/DR/572434543958/JIO,TRANSFER TO 572434543958,1281.68,,44710859.02,upi,others
29/10/2022,29/10/2022,NEFT/DR/953691746702/STARBUCKS,TRANSFER TO 953691746702,3757.06,,44707101.96,neft,others
29/10/2022,29/10/2022,POS/DR/457806150618/AMAZON,TRANSFER TO 457806150618,1819.21,,44705282.75,pos,shopping
29/10/2022,29/10/2022,POS/DR/162750858755/ZOMATO,TRANSFER TO 162750858755,4135.84,,44701146.91,pos,food
29/10/2022,29/10/2022,UPI/DR/181526775493/IRCTC,TRANSFER TO 181526775493,3152.5,,44697994.41,upi,others
29/10/2022,29/10/2022,POS/DR/870740469993/APOLLO,TRANSFER TO 870740469993,11746.92,,44686247.49,pos,others
29/10/2022,29/10/2022,UPI/DR/878802215782/IRCTC,TRANSFER TO 878802215782,660.93,,44685586.56,upi,others
29/10/2022,29/10/2022,NEFT/DR/370042938188/STARBUCKS,TRANSFER TO 370042938188,1753.2,,44683833.36,neft,others
29/10/2022,29/10/2022,NEFT/DR/580687389146/SWIGGY,TRANSFER TO 580687389146,3337.56,,44680495.8,neft,food
29/10/2022,29/10/2022,POS/DR/410931614178/FLIPKART,TRANSFER TO 410931614178,3356.01,,44677139.79,pos,shopping
29/10/2022,29/10/2022,UPI/DR/511840477736/OLA,TRANSFER TO 511840477736,1065.66,,44676074.13,upi,transport
29/10/2022,29/10/2022,NEFT/DR/509041209218/BIGBAZAAR,TRANSFER TO 509041209218,2219.21,,44673854.92,neft,others
29/10/2022,29/10/2022,IMPS/DR/816550019990/OLA,TRANSFER TO 816550019990,6803.06,,44667051.86,imps,transport
29/10/2022,29/10/2022,NEFT/DR/229234247662/OLA,TRANSFER TO 229234247662,1232.89,,44665818.97,neft,transport
30/10/2022,30/10/2022,IMPS/DR/884839491303/IRCTC,TRANSFER TO 884839491303,3557.89,,44662261.08,imps,others
30/10/2022,30/10/2022,UPI/DR/860464078944/UBER,TRANSFER TO 860464078944,2378.94,,44659882.14,upi,transport
30/10/2022,30/10/2022,POS/DR/390566348870/DMART,TRANSFER TO 390566348870,4669.32,,44655212.82,pos,others
30/10/2022,30/10/2022,IMPS/DR/938416748849/JIO,TRANSFER TO 938416748849,2872.34,,44652340.48,imps,others
30/10/2022,30/10/2022,POS/DR/731642809454/UBER,TRANSFER TO 731642809454,832.76,,44651507.72,pos,transport
30/10/2022,30/10/2022,IMPS/DR/249491207105/SWIGGY,TRANSFER TO 249491207105,3098.29,,44648409.43,imps,food
30/10/2022,30/10/2022,POS/DR/677383690561/MYNTRA,TRANSFER TO 677383690561,264.48,,44648144.95,pos,shopping
30/10/2022,30/10/2022,NEFT/DR/185167218854/UBER,TRANSFER TO 185167218854,695.58,,44647449.37,neft,transport
30/10/2022,30/10/2022,IMPS/DR/748205026078/DMART,TRANSFER TO 748205026078,8689.2,,44638760.17,imps,others
30/10/2022,30/10/2022,POS/DR/760118032778/ZOMATO,TRANSFER TO 760118032778,3641.57,,44635118.6,pos,food
30/10/2022,30/10/2022,UPI/DR/546938984592/IRCTC,TRANSFER TO 546938984592,640.66,,44634477.94,upi,others
30/10/2022,30/10/2022,NEFT/DR/712432030803/UBER,TRANSFER TO 712432030803,5994.24,,44628483.7,neft,transport
30/10/2022,30/10/2022,UPI/DR/376892743248/JIO,TRANSFER TO 376892743248,2629.34,,44625854.36,upi,others
30/10/2022,30/10/2022,UPI/DR/320795184421/DMART,TRANSFER TO 320795184421,3385.88,,44622468.48,upi,others
30/10/2022,30/10/2022,UPI/DR/157677268895/APOLLO,TRANSFER TO 157677268895,5128.19,,44617340.29,upi,others
30/10/2022,30/10/2022,POS/DR/720192797002/SWIGGY,TRANSFER TO 720192797002,681.76,,44616658.53,pos,food
30/10/2022,30/10/2022,UPI/DR/352163304245/FLIPKART,TRANSFER TO 352163304245,2867.9,,44613790.63,upi,shopping
30/10/2022,30/10/2022,IMPS/DR/566795796119/UBER,TRANSFER TO 566795796119,973.66,,44612816.97,imps,transport
30/10/2022,30/10/2022,IMPS/DR/611270645437/OLA,TRANSFER TO 611270645437,1409.24,,44611407.73,imps,transport
30/10/2022,30/10/2022,UPI/DR/423269075282/FLIPKART,TRANSFER TO 423269075282,8218.69,,44603189.04,upi,shopping
30/10/2022,30/10/2022,IMPS/DR/115404479704/SWIGGY,TRANSFER TO 115404479704,3368.49,,44599820.55,imps,food
30/10/2022,30/10/2022,UPI/DR/161480776377/BIGBAZAAR,TRANSFER TO 161480776377,8822.06,,44590998.49,upi,others
30/10/2022,30/10/2022,NEFT/DR/277885848473/SWIGGY,TRANSFER TO 277885848473,5354.91,,44585643.58,neft,food
30/10/2022,30/10/2022,NEFT/DR/658298558639/MYNTRA,TRANSFER TO 658298558639,7213.8,,44578429.78,neft,shopping
30/10/2022,30/10/2022,IMPS/DR/429430514665/AMAZON,TRANSFER TO 429430514665,10026.01,,44568403.77,imps,shopping
30/10/2022,30/10/2022,POS/DR/843880253618/SWIGGY,TRANSFER TO 843880253618,1056.08,,44567347.69,pos,food
30/10/2022,30/10/2022,NEFT/DR/412543925244/SWIGGY,TRANSFER TO 412543925244,5280.41,,44562067.28,neft,food
30/10/2022,30/10/2022,POS/DR/829271133728/MYNTRA,TRANSFER TO 829271133728,4138.75,,44557928.53,pos,shopping
30/10/2022,30/10/2022,NEFT/DR/355512228628/ZOMATO,TRANSFER TO 355512228628,2454.32,,44555474.21,neft,food
30/10/2022,30/10/2022,UPI/DR/407757481227/DMART,TRANSFER TO 407757481227,1802.2,,44553672.01,upi,others
30/10/2022,30/10/2022,POS/DR/731697904376/UBER,TRANSFER TO 731697904376,5406.78,,44548265.23,pos,transport
30/10/2022,30/10/2022,NEFT/DR/919287933845/JIO,TRANSFER TO 919287933845,2559.12,,44545706.11,neft,others
30/10/2022,30/10/2022,NEFT/DR/228461165147/OLA,TRANSFER TO 228461165147,1113.7,,44544592.41,neft,transport
31/10/2022,31/10/2022,IMPS/DR/476445415280/AMAZON,TRANSFER TO 476445415280,4923.18,,44539669.23,imps,shopping
31/10/2022,31/10/2022,UPI/DR/143995206097/FLIPKART,TRANSFER TO 143995206097,3419.7,,44536249.53,upi,shopping
31/10/2022,31/10/2022,NEFT/DR/167658917243/ZOMATO,TRANSFER TO 167658917243,1087.37,,44535162.16,neft,food
31/10/2022,31/10/2022,POS/DR/452421248466/STARBUCKS,TRANSFER TO 452421248466,8595.01,,44526567.15,pos,others
31/10/2022,31/10/2022,IMPS/DR/887410122117/UBER,TRANSFER TO 887410122117,2660.93,,44523906.22,imps,transport
31/10/2022,31/10/2022,IMPS/DR/184015620886/APOLLO,TRANSFER TO 184015620886,1517.89,,44522388.33,imps,others
31/10/2022,31/10/2022,NEFT/DR/352609800371/IRCTC,TRANSFER TO 352609800371,2366.53,,44520021.8,neft,others
31/10/2022,31/10/2022,NEFT/DR/847076752212/STARBUCKS,TRANSFER TO 847076752212,4094.74,,44515927.06,neft,others
31/10/2022,31/10/2022,NEFT/DR/174777526848/FLIPKART,TRANSFER TO 174777526848,2046.96,,44513880.1,neft,shopping
31/10/2022,31/10/2022,IMPS/DR/105816494829/AMAZON,TRANSFER TO 105816494829,3803.0,,44510077.1,imps,shopping
31/10/2022,31/10/2022,IMPS/DR/375183441389/UBER,TRANSFER TO 375183441389,173.8,,44509903.3,imps,transport
31/10/2022,31/10/2022,UPI/DR/962014220407/JIO,TRANSFER TO 962014220407,711.38,,44509191.92,upi,others
31/10/2022,31/10/2022,NEFT/DR/673554204465/FLIPKART,TRANSFER TO 673554204465,1837.93,,44507353.99,neft,shopping
31/10/2022,31/10/2022,UPI/DR/299856202048/ZOMATO,TRANSFER TO 299856202048,4497.01,,44502856.98,upi,food
31/10/2022,31/10/2022,POS/DR/961328031820/MYNTRA,TRANSFER TO 961328031820,2486.9,,44500370.08,pos,shopping
31/10/2022,31/10/2022,UPI/DR/737246169870/FLIPKART,TRANSFER TO 737246169870,1220.27,,44499149.81,upi,shopping
31/10/2022,31/10/2022,NEFT/DR/742615771416/APOLLO,TRANSFER TO 742615771416,13929.7,,44485220.11,neft,others
31/10/2022,31/10/2022,NEFT/DR/764661108189/DMART,TRANSFER TO 764661108189,1523.37,,44483696.74,neft,others
31/10/2022,31/10/2022,UPI/DR/753782403871/SWIGGY,TRANSFER TO 753782403871,2043.76,,44481652.98,upi,food
31/10/2022,31/10/2022,IMPS/DR/988049330408/JIO,TRANSFER TO 988049330408,7921.33,,44473731.65,imps,others
31/10/2022,31/10/2022,IMPS/DR/329784589939/AMAZON,TRANSFER TO 329784589939,20487.82,,44453243.83,imps,shopping
31/10/2022,31/10/2022,IMPS/DR/161620829415/BIGBAZAAR,TRANSFER TO 161620829415,14276.26,,44438967.57,imps,others
31/10/2022,31/10/2022,NEFT/DR/123166399826/MYNTRA,TRANSFER TO 123166399826,11778.73,,44427188.84,neft,shopping
31/10/2022,31/10/2022,IMPS/DR/268919698116/IRCTC,TRANSFER TO 268919698116,10280.48,,44416908.36,imps,others
31/10/2022,31/10/2022,POS/DR/456126821789/IRCTC,TRANSFER TO 456126821789,4160.77,,44412747.59,pos,others
31/10/2022,31/10/2022,IMPS/DR/471803757888/MYNTRA,TRANSFER TO 471803757888,2627.09,,44410120.5,imps,shopping
31/10/2022,31/10/2022,UPI/DR/800567239090/ZOMATO,TRANSFER TO 800567239090,3832.54,,44406287.96,upi,food
31/10/2022,31/10/2022,IMPS/DR/683324550150/STARBUCKS,TRANSFER TO 683324550150,8882.04,,44397405.92,imps,others
31/10/2022,31/10/2022,UPI/DR/482116211699/OLA,TRANSFER TO 482116211699,1254.18,,44396151.74,upi,transport
31/10/2022,31/10/2022,IMPS/DR/314262004389/SWIGGY,TRANSFER TO 314262004389,1701.24,,44394450.5,imps,food
31/10/2022,31/10/2022,POS/DR/674410312900/UBER,TRANSFER TO 674410312900,15672.72,,44378777.78,pos,transport
31/10/2022,31/10/2022,UPI/DR/985883243370/JIO,TRANSFER TO 985883243370,5410.46,,44373367.32,upi,others
31/10/2022,31/10/2022,UPI/DR/197557814134/SWIGGY,TRANSFER TO 197557814134,4766.71,,44368600.61,upi,food
31/10/2022,31/10/2022,POS/DR/829427369427/IRCTC,TRANSFER TO 829427369427,4428.99,,44364171.62,pos,others
31/10/2022,31/10/2022,NEFT/DR/876641765366/AMAZON,TRANSFER TO 876641765366,2463.36,,44361708.26,neft,shopping
31/10/2022,31/10/2022,NEFT/DR/475297682805/FLIPKART,TRANSFER TO 475297682805,1001.61,,44360706.65,neft,shopping
31/10/2022,31/10/2022,NEFT/DR/723485671160/APOLLO,TRANSFER TO 723485671160,4959.34,,44355747.31,neft,others
31/10/2022,31/10/2022,NEFT/DR/543853493146/BIGBAZAAR,TRANSFER TO 543853493146,3457.78,,44352289.53,neft,others
31/10/2022,31/10/2022,POS/DR/858644449686/MYNTRA,TRANSFER TO 858644449686,6158.03,,44346131.5,pos,shopping
01/11/2022,01/11/2022,POS/DR/133128622897/STARBUCKS,TRANSFER TO 133128622897,5640.15,,44340491.35,pos,others
01/11/2022,01/11/2022,NEFT/DR/659758209950/BIGBAZAAR,TRANSFER TO 659758209950,7762.08,,44332729.27,neft,others
01/11/2022,01/11/2022,IMPS/DR/317850584457/SWIGGY,TRANSFER TO 317850584457,850.76,,44331878.51,imps,food
01/11/2022,01/11/2022,NEFT/DR/853725892231/FLIPKART,TRANSFER TO 853725892231,233.39,,44331645.12,neft,shopping
01/11/2022,01/11/2022,NEFT/DR/873920350123/STARBUCKS,TRANSFER TO 873920350123,122.78,,44331522.34,neft,others
01/11/2022,01/11/2022,IMPS/DR/491243808585/JIO,TRANSFER TO 491243808585,8470.42,,44323051.92,imps,others
01/11/2022,01/11/2022,POS/DR/377279757997/DMART,TRANSFER TO 377279757997,1474.82,,44321577.1,pos,others
01/11/2022,01/11/2022,POS/DR/979617371475/DMART,TRANSFER TO 979617371475,2798.73,,44318778.37,pos,others
01/11/2022,01/11/2022,IMPS/DR/622579031236/SWIGGY,TRANSFER TO 622579031236,2049.95,,44316728.42,imps,food
01/11/2022,01/11/2022,NEFT/DR/759934064834/MYNTRA,TRANSFER TO 759934064834,7216.85,,44309511.57,neft,shopping
01/11/2022,01/11/2022,UPI/DR/660339987873/BIGBAZAAR,TRANSFER TO 660339987873,8164.89,,44301346.68,upi,others
01/11/2022,01/11/2022,UPI/DR/264738546590/FLIPKART,TRANSFER TO 264738546590,1507.02,,44299839.66,upi,shopping
01/11/2022,01/11/2022,UPI/DR/582214427109/FLIPKART,TRANSFER TO 582214427109,5948.09,,44293891.57,upi,shopping
01/11/2022,01/11/2022,NEFT/DR/193025576696/SWIGGY,TRANSFER TO 193025576696,6148.11,,44287743.46,neft,food
01/11/2022,01/11/2022,UPI/DR/998033861241/AMAZON,TRANSFER TO 998033861241,4886.21,,44282857.25,upi,shopping
01/11/2022,01/11/2022,UPI/DR/890547483384/IRCTC,TRANSFER TO 890547483384,5316.62,,44277540.63,upi,others
01/11/2022,01/11/2022,UPI/DR/109376794966/MYNTRA,TRANSFER TO 109376794966,4526.04,,44273014.59,upi,shopping
01/11/2022,01/11/2022,NEFT/DR/409516225293/BIGBAZAAR,TRANSFER TO 409516225293,5991.27,,44267023.32,neft,others
01/11/2022,01/11/2022,UPI/DR/729596221351/ZOMATO,TRANSFER TO 729596221351,2948.58,,44264074.74,upi,food
01/11/2022,01/11/2022,NEFT/DR/785667642887/BIGBAZAAR,TRANSFER TO 785667642887,5593.1,,44258481.64,neft,others
01/11/2022,01/11/2022,POS/DR/946266450855/ZOMATO,TRANSFER TO 946266450855,7113.52,,44251368.12,pos,food
01/11/2022,01/11/2022,UPI/DR/715440500161/APOLLO,TRANSFER TO 715440500161,5317.33,,44246050.79,upi,others
01/11/2022,01/11/2022,IMPS/DR/274868445105/BIGBAZAAR,TRANSFER TO 274868445105,344.51,,44245706.28,imps,others
01/11/2022,01/11/2022,IMPS/DR/387267603529/AMAZON,TRANSFER TO 387267603529,2946.95,,44242759.33,imps,shopping
01/11/2022,01/11/2022,POS/DR/251526740915/JIO,TRANSFER TO 251526740915,4315.4,,44238443.93,pos,others
01/11/2022,01/11/2022,IMPS/DR/449604401870/FLIPKART,TRANSFER TO 449604401870,763.29,,44237680.64,imps,shopping
01/11/2022,01/11/2022,IMPS/DR/946574849905/APOLLO,TRANSFER TO 946574849905,7315.21,,44230365.43,imps,others
01/11/2022,01/11/2022,POS/DR/478682436878/DMART,TRANSFER TO 478682436878,13399.88,,44216965.55,pos,others
01/11/2022,01/11/2022,IMPS/DR/528966823716/OLA,TRANSFER TO 528966823716,2666.19,,44214299.36,imps,transport
01/11/2022,01/11/2022,POS/DR/819575945451/OLA,TRANSFER TO 819575945451,1523.85,,44212775.51,pos,transport
01/11/2022,01/11/2022,POS/DR/830065133467/SWIGGY,TRANSFER TO 830065133467,12234.0,,44200541.51,pos,food
01/11/2022,01/11/2022,UPI/DR/177192367910/APOLLO,TRANSFER TO 177192367910,10501.97,,44190039.54,upi,others
01/11/2022,01/11/2022,IMPS/DR/513291499504/AMAZON,TRANSFER TO 513291499504,5275.86,,44184763.68,imps,shopping
01/11/2022,01/11/2022,UPI/DR/386021148984/BIGBAZAAR,TRANSFER TO 386021148984,6302.04,,44178461.64,upi,others
02/11/2022,02/11/2022,POS/DR/665873881299/BIGBAZAAR,TRANSFER TO 665873881299,13472.48,,44164989.16,pos,others
02/11/2022,02/11/2022,UPI/DR/703090344040/ZOMATO,TRANSFER TO 703090344040,6162.24,,44158826.92,upi,food
02/11/2022,02/11/2022,IMPS/DR/990579073428/STARBUCKS,TRANSFER TO 990579073428,3459.51,,44155367.41,imps,others
02/11/2022,02/11/2022,NEFT/DR/399200070528/IRCTC,TRANSFER TO 399200070528,4695.52,,44150671.89,neft,others
02/11/2022,02/11/2022,POS/DR/291798099598/APOLLO,TRANSFER TO 291798099598,17358.37,,44133313.52,pos,others
02/11/2022,02/11/2022,UPI/DR/646486121261/OLA,TRANSFER TO 646486121261,3874.62,,44129438.9,upi,transport
02/11/2022,02/11/2022,POS/DR/317406826557/MYNTRA,TRANSFER TO 317406826557,11628.52,,44117810.38,pos,shopping
02/11/2022,02/11/2022,NEFT/DR/400371185937/DMART,TRANSFER TO 400371185937,2158.07,,44115652.31,neft,others
02/11/2022,02/11/2022,POS/DR/527227961364/FLIPKART,TRANSFER TO 527227961364,7252.53,,44108399.78,pos,shopping
02/11/2022,02/11/2022,UPI/DR/485550263705/APOLLO,TRANSFER TO 485550263705,7477.9,,44100921.88,upi,others
02/11/2022,02/11/2022,IMPS/DR/538476604096/DMART,TRANSFER TO 538476604096,4140.58,,44096781.3,imps,others
02/11/2022,02/11/2022,IMPS/DR/404470351835/OLA,TRANSFER TO 404470351835,6549.69,,44090231.61,imps,transport
02/11/2022,02/11/2022,NEFT/DR/745581633552/BIGBAZAAR,TRANSFER TO 745581633552,4967.93,,44085263.68,neft,others
02/11/2022,02/11/2022,NEFT/DR/956534657955/APOLLO,TRANSFER TO 956534657955,8000.03,,44077263.65,neft,others
02/11/2022,02/11/2022,IMPS/DR/229497287523/STARBUCKS,TRANSFER TO 229497287523,1075.04,,44076188.61,imps,others
02/11/2022,02/11/2022,POS/DR/580092119094/JIO,TRANSFER TO 580092119094,1973.15,,44074215.46,pos,others
02/11/2022,02/11/2022,NEFT/DR/629792901400/UBER,TRANSFER TO 629792901400,8829.53,,44065385.93,neft,transport
02/11/2022,02/11/2022,IMPS/DR/473229729679/UBER,TRANSFER TO 473229729679,15469.76,,44049916.17,imps,transport
02/11/2022,02/11/2022,IMPS/DR/791267075330/DMART,TRANSFER TO 791267075330,271.74,,44049644.43,imps,others
02/11/2022,02/11/2022,POS/DR/915286487913/AMAZON,TRANSFER TO 915286487913,2638.4,,44047006.03,pos,shopping
02/11/2022,02/11/2022,IMPS/DR/774198441882/ZOMATO,TRANSFER TO 774198441882,737.59,,44046268.44,imps,food
02/11/2022,02/11/2022,IMPS/DR/251481948073/ZOMATO,TRANSFER TO 251481948073,340.27,,44045928.17,imps,food
02/11/2022,02/11/2022,UPI/DR/112784182986/APOLLO,TRANSFER TO 112784182986,3463.53,,44042464.64,upi,others
03/11/2022,03/11/2022,POS/DR/838673098711/MYNTRA,TRANSFER TO 838673098711,107.21,,44042357.43,pos,shopping
03/11/2022,03/11/2022,IMPS/DR/996016940497/APOLLO,TRANSFER TO 996016940497,889.09,,44041468.34,imps,others
03/11/2022,03/11/2022,UPI/DR/880345281252/DMART,TRANSFER TO 880345281252,4870.63,,44036597.71,upi,others
03/11/2022,03/11/2022,POS/DR/955919003296/MYNTRA,TRANSFER TO 955919003296,8680.62,,44027917.09,pos,shopping
03/11/2022,03/11/2022,IMPS/DR/880109721547/AMAZON,TRANSFER TO 880109721547,5067.16,,44022849.93,imps,shopping
03/11/2022,03/11/2022,POS/DR/370430807705/FLIPKART,TRANSFER TO 370430807705,13573.99,,44009275.94,pos,shopping
03/11/2022,03/11/2022,UPI/DR/911144808098/AMAZON,TRANSFER TO 911144808098,1562.55,,44007713.39,upi,shopping
03/11/2022,03/11/2022,NEFT/DR/287109259781/UBER,TRANSFER TO 287109259781,692.08,,44007021.31,neft,transport
03/11/2022,03/11/2022,POS/DR/575361180620/DMART,TRANSFER TO 575361180620,931.16,,44006090.15,pos,others
03/11/2022,03/11/2022,UPI/DR/782275130537/ZOMATO,TRANSFER TO 782275130537,3043.24,,44003046.91,upi,food
03/11/2022,03/11/2022,NEFT/DR/194149488716/BIGBAZAAR,TRANSFER TO 194149488716,1826.97,,44001219.94,neft,others
03/11/2022,03/11/2022,POS/DR/524152890342/IRCTC,TRANSFER TO 524152890342,3110.62,,43998109.32,pos,others
03/11/2022,03/11/2022,POS/DR/558396016643/OLA,TRANSFER TO 558396016643,2856.35,,43995252.97,pos,transport
03/11/2022,03/11/2022,UPI/DR/342453216504/UBER,TRANSFER TO 342453216504,2602.0,,43992650.97,upi,transport
03/11/2022,03/11/2022,POS/DR/827712030844/STARBUCKS,TRANSFER TO 827712030844,5351.57,,43987299.4,pos,others
03/11/2022,03/11/2022,UPI/DR/211209534436/STARBUCKS,TRANSFER TO 211209534436,8574.5,,43978724.9,upi,others
03/11/2022,03/11/2022,NEFT/DR/837630166659/APOLLO,TRANSFER TO 837630166659,823.09,,43977901.81,neft,others
03/11/2022,03/11/2022,POS/DR/963994736604/UBER,TRANSFER TO 963994736604,668.66,,43977233.15,pos,transport
03/11/2022,03/11/2022,UPI/DR/517913243477/STARBUCKS,TRANSFER TO 517913243477,20429.83,,43956803.32,upi,others
03/11/2022,03/11/2022,POS/DR/507792195816/JIO,TRANSFER TO 507792195816,9238.22,,43947565.1,pos,others
04/11/2022,04/11/2022,IMPS/DR/138544547413/BIGBAZAAR,TRANSFER TO 138544547413,4219.51,,43943345.59,imps,others
04/11/2022,04/11/2022,UPI/DR/650445970806/DMART,TRANSFER TO 650445970806,4296.01,,43939049.58,upi,others
04/11/2022,04/11/2022,UPI/DR/536873004430/JIO,TRANSFER TO 536873004430,5509.65,,43933539.93,upi,others
04/11/2022,04/11/2022,NEFT/DR/265874867158/MYNTRA,TRANSFER TO 265874867158,1906.34,,43931633.59,neft,shopping
04/11/2022,04/11/2022,NEFT/DR/810434236434/UBER,TRANSFER TO 810434236434,4142.06,,43927491.53,neft,transport
04/11/2022,04/11/2022,POS/DR/847693028708/AMAZON,TRANSFER TO 847693028708,5286.71,,43922204.82,pos,shopping
04/11/2022,04/11/2022,UPI/DR/117499812971/STARBUCKS,TRANSFER TO 117499812971,4225.07,,43917979.75,upi,others
04/11/2022,04/11/2022,POS/DR/401094653471/ZOMATO,TRANSFER TO 401094653471,744.85,,43917234.9,pos,food
04/11/2022,04/11/2022,UPI/DR/312047807676/AMAZON,TRANSFER TO 312047807676,3920.66,,43913314.24,upi,shopping
04/11/2022,04/11/2022,IMPS/DR/674668694992/MYNTRA,TRANSFER TO 674668694992,3684.88,,43909629.36,imps,shopping
04/11/2022,04/11/2022,POS/DR/550437666746/OLA,TRANSFER TO 550437666746,5852.79,,43903776.57,pos,transport
04/11/2022,04/11/2022,NEFT/DR/674689374123/DMART,TRANSFER TO 674689374123,3008.81,,43900767.76,neft,others
04/11/2022,04/11/2022,IMPS/DR/588020793648/JIO,TRANSFER TO 588020793648,6065.72,,43894702.04,imps,others
04/11/2022,04/11/2022,UPI/DR/129274754116/IRCTC,TRANSFER TO 129274754116,2946.41,,43891755.63,upi,others
04/11/2022,04/11/2022,UPI/DR/255891092528/STARBUCKS,TRANSFER TO 255891092528,7535.65,,43884219.98,upi,others
04/11/2022,04/11/2022,POS/DR/358298533678/FLIPKART,TRANSFER TO 358298533678,2859.32,,43881360.66,pos,shopping
04/11/2022,04/11/2022,POS/DR/881639050566/APOLLO,TRANSFER TO 881639050566,4587.45,,43876773.21,pos,others
04/11/2022,04/11/2022,POS/DR/118805010416/SWIGGY,TRANSFER TO 118805010416,3666.09,,43873107.12,pos,food
04/11/2022,04/11/2022,NEFT/DR/295818971108/DMART,TRANSFER TO 295818971108,1314.53,,43871792.59,neft,others
04/11/2022,04/11/2022,IMPS/DR/731450384929/FLIPKART,TRANSFER TO 731450384929,50.0,,43871742.59,imps,shopping
04/11/2022,04/11/2022,UPI/DR/516029095257/SWIGGY,TRANSFER TO 516029095257,4658.01,,43867084.58,upi,food
04/11/2022,04/11/2022,POS/DR/160346288658/JIO,TRANSFER TO 160346288658,9143.15,,43857941.43,pos,others
04/11/2022,04/11/2022,IMPS/DR/872636096751/APOLLO,TRANSFER TO 872636096751,9261.4,,43848680.03,imps,others
04/11/2022,04/11/2022,POS/DR/645069930929/BIGBAZAAR,TRANSFER TO 645069930929,4620.52,,43844059.51,pos,others
04/11/2022,04/11/2022,UPI/DR/352711894815/SWIGGY,TRANSFER TO 352711894815,3836.89,,43840222.62,upi,food
04/11/2022,04/11/2022,NEFT/DR/824213678394/JIO,TRANSFER TO 824213678394,3367.84,,43836854.78,neft,others
04/11/2022,04/11/2022,POS/DR/928418546430/MYNTRA,TRANSFER TO 928418546430,2492.73,,43834362.05,pos,shopping
04/11/2022,04/11/2022,NEFT/DR/648015688145/IRCTC,TRANSFER TO 648015688145,1173.43,,43833188.62,neft,others
04/11/2022,04/11/2022,POS/DR/339746576743/BIGBAZAAR,TRANSFER TO 339746576743,6532.48,,43826656.14,pos,others
04/11/2022,04/11/2022,UPI/DR/412879244272/AMAZON,TRANSFER TO 412879244272,1022.95,,43825633.19,upi,shopping
04/11/2022,04/11/2022,NEFT/DR/847645566415/SWIGGY,TRANSFER TO 847645566415,5998.93,,43819634.26,neft,food
04/11/2022,04/11/2022,NEFT/DR/324347902700/MYNTRA,TRANSFER TO 324347902700,586.95,,43819047.31,neft,shopping
04/11/2022,04/11/2022,NEFT/DR/720527796590/IRCTC,TRANSFER TO 720527796590,3525.45,,43815521.86,neft,others
04/11/2022,04/11/2022,POS/DR/695833319122/DMART,TRANSFER TO 695833319122,4870.88,,43810650.98,pos,others
05/11/2022,05/11/2022,UPI/DR/378660161727/STARBUCKS,TRANSFER TO 378660161727,9665.05,,43800985.93,upi,others
05/11/2022,05/11/2022,NEFT/DR/500759519982/IRCTC,TRANSFER TO 500759519982,3330.04,,43797655.89,neft,others
05/11/2022,05/11/2022,IMPS/DR/878079844680/MYNTRA,TRANSFER TO 878079844680,3434.64,,43794221.25,imps,shopping
05/11/2022,05/11/2022,NEFT/DR/929352813243/DMART,TRANSFER TO 929352813243,5143.19,,43789078.06,neft,others
05/11/2022,05/11/2022,UPI/DR/968636760935/UBER,TRANSFER TO 968636760935,1804.34,,43787273.72,upi,transport
05/11/2022,05/11/2022,POS/DR/380686934350/APOLLO,TRANSFER TO 380686934350,3928.68,,43783345.04,pos,others
05/11/2022,05/11/2022,NEFT/DR/221418348278/UBER,TRANSFER TO 221418348278,4535.8,,43778809.24,neft,transport
05/11/2022,05/11/2022,POS/DR/429391362574/IRCTC,TRANSFER TO 429391362574,6454.5,,43772354.74,pos,others
05/11/2022,05/11/2022,IMPS/DR/247612152079/IRCTC,TRANSFER TO 247612152079,1745.99,,43770608.75,imps,others
05/11/2022,05/11/2022,UPI/DR/220927206158/DMART,TRANSFER TO 220927206158,4741.03,,43765867.72,upi,others
05/11/2022,05/11/2022,POS/DR/939812614915/FLIPKART,TRANSFER TO 939812614915,884.78,,43764982.94,pos,shopping
05/11/2022,05/11/2022,NEFT/DR/621674188955/SWIGGY,TRANSFER TO 621674188955,2992.38,,43761990.56,neft,food
